time, entropy, l2sq_to_equi_r, l2sq_to_equi_b
0.0, 5.93384480148951, 0.39154741221359846, 0.32721871795100815
0.05, 5.737260885320945, 0.38628441654220946, 0.3161986847817009
0.1, 5.573601485208723, 0.3829336453217353, 0.30784179213571317
0.15000000000000002, 5.430246581950116, 0.3801948425687148, 0.3009578544968908
0.2, 5.301735338910655, 0.37768691363841034, 0.29509817465163624
0.25, 5.184864126433336, 0.3752855009458909, 0.2899987586290407
0.3, 5.077535572122537, 0.3729673924261764, 0.28548316577063065
0.35, 4.978291840119157, 0.37074746895179767, 0.28142673446832345
0.39999999999999997, 4.886073446578362, 0.36865022960543115, 0.2777385542502232
0.44999999999999996, 4.800079567348158, 0.36669743376815483, 0.27435106532510234
0.49999999999999994, 4.719682163742783, 0.3649034614185624, 0.27121352869706894
0.5499999999999999, 4.644371202082529, 0.36327425931534324, 0.2682876159066393
0.6, 4.573718780145058, 0.3618078718012562, 0.2655442393461759
0.65, 4.507355178007739, 0.3604956145914991, 0.2629611712104646
0.7000000000000001, 4.444952655051938, 0.35932345656679815, 0.2605212123188512
0.7500000000000001, 4.386214408426795, 0.35827340893732357, 0.2582107767997875
0.8000000000000002, 4.330867048636434, 0.3573248278337515, 0.2560188088971178
0.8500000000000002, 4.278655518738429, 0.3564555854711177, 0.25393597186364203
0.9000000000000002, 4.229339737181319, 0.3556430887435289, 0.2519540602773783
0.9500000000000003, 4.1826924663443, 0.3548651366885292, 0.25006559323439886
1.0000000000000002, 4.1384980500653485, 0.3541006158564723, 0.24826355016046847
1.0500000000000003, 4.09655175512253, 0.3533300378781541, 0.24654121499304354
1.1000000000000003, 4.056659513553299, 0.3525359275953491, 0.2448920987916783
1.1500000000000004, 4.018637907379554, 0.3517030734819559, 0.24330991551264758
1.2000000000000004, 3.9823142723704392, 0.35081865487964753, 0.24178859054598378
1.2500000000000004, 3.947526827152217, 0.34987226275912353, 0.24032228638060268
1.3000000000000005, 3.914124760195553, 0.3488558321785659, 0.23890543415268498
1.3500000000000005, 3.881968230484017, 0.347763505230586, 0.2375327636258676
1.4000000000000006, 3.8509282577784196, 0.34659144299893624, 0.2361993272254338
1.4500000000000006, 3.820886494919724, 0.34533760393110935, 0.2349005160727238
1.5000000000000007, 3.791734887270368, 0.3440015042095951, 0.23363206759184071
1.5500000000000007, 3.7633752331862906, 0.34258397337723895, 0.2323900652913805
1.6000000000000008, 3.7357186646519476, 0.3410869158747143, 0.2311709318877655
1.6500000000000008, 3.708685069454569, 0.33951308650781886, 0.22997141716246602
1.7000000000000008, 3.6822024762030137, 0.3378658853687806, 0.22878858194918486
1.7500000000000009, 3.6562064218128567, 0.33614917552753715, 0.22761977951868345
1.800000000000001, 3.63063931842101, 0.33436712496627924, 0.2264626354381023
1.850000000000001, 3.6054498335832035, 0.33252407278281393, 0.22531502677202325
1.900000000000001, 3.58059229443267, 0.3306244186240327, 0.22417506129211878
1.950000000000001, 3.5560261235032296, 0.32867253359114945, 0.22304105718555062
2.000000000000001, 3.531715311298781, 0.32667269042864383, 0.22191152360461297
2.0500000000000007, 3.507627928488478, 0.3246290106097668, 0.2207851422812163
2.1000000000000005, 3.483735678841292, 0.322545425904952, 0.219660750338554
2.1500000000000004, 3.4600134926530477, 0.3204256521140414, 0.21853732436272066
2.2, 3.436439159419183, 0.3182731728164042, 0.21741396574687166
2.25, 3.4129929978116906, 0.31609123121007926, 0.216289887285071
