time, entropy, l2sq_to_equi_r, l2sq_to_equi_b
0.0, 5.818081490973454, 0.3915302054391016, 0.3272105941261669
0.05, 5.633798464214829, 0.38736268442875843, 0.31612094803729723
0.1, 5.478948450882491, 0.38550495087321285, 0.30769428867087795
0.15000000000000002, 5.342738247385025, 0.384141854418447, 0.3007573095946477
0.2, 5.220171957501724, 0.38283581641066233, 0.2948956724307566
0.25, 5.10836144109177, 0.38148361358813443, 0.28985634759409806
0.3, 5.005436241559304, 0.3800985348277861, 0.2854682531734166
0.35, 4.910117987399545, 0.3787318706163003, 0.2816100031865737
0.39999999999999997, 4.821527528644914, 0.3774377461185921, 0.27819091849905364
0.44999999999999996, 4.738993640873667, 0.37626020830025014, 0.27514001786013176
0.49999999999999994, 4.661988340875173, 0.37523058878502846, 0.27239999822012895
0.5499999999999999, 4.590075637775772, 0.37436853607309795, 0.26992392574539165
0.6, 4.522881269738844, 0.3736838552274894, 0.26767323464914483
0.65, 4.460085238225759, 0.3731781692398486, 0.26561629435925477
0.7000000000000001, 4.401400567958368, 0.37284617781384377, 0.26372721610681576
0.7500000000000001, 4.346564952864463, 0.37267656215308953, 0.261984767246979
0.8000000000000002, 4.2953343349815025, 0.37265265536464576, 0.26037137866032173
0.8500000000000002, 4.247479728214147, 0.37275302294241064, 0.25887225721320706
0.9000000000000002, 4.202775773090605, 0.37295209258081097, 0.25747462562113993
0.9500000000000003, 4.161005937250743, 0.3732209505882187, 0.25616711456169977
1.0000000000000002, 4.1219554581653, 0.3735283779806047, 0.25493931784464857
1.0500000000000003, 4.085406667513949, 0.37384214006946065, 0.25378150341783784
1.1000000000000003, 4.051144203599331, 0.3741304722173916, 0.25268446457305715
1.1500000000000004, 4.018952282299762, 0.3743636343113395, 0.25163948008805553
1.2000000000000004, 3.9886205334251823, 0.37451536009490005, 0.2506383464127198
1.2500000000000004, 3.9599448958942527, 0.37456401990429344, 0.24967344676329423
1.3000000000000005, 3.93273323459884, 0.3744933544649195, 0.24873782423714091
1.3500000000000005, 3.906806139649845, 0.3742927106183272, 0.24782524023019764
1.4000000000000006, 3.8819990007528338, 0.3739567983934895, 0.24693020514042832
1.4500000000000006, 3.858163880128183, 0.3734850652432731, 0.24604797798909953
1.5000000000000007, 3.8351692478047767, 0.3728808269866451, 0.24517453772843942
1.5500000000000007, 3.8129002956610494, 0.3721503023968164, 0.24430653197611846
1.6000000000000008, 3.7912570040392657, 0.3713016757781672, 0.24344121115524797
1.6500000000000008, 3.7701529390443196, 0.37034427273333176, 0.2425763551306476
1.7000000000000008, 3.7495133924218718, 0.3692878930727733, 0.24171019834547552
1.7500000000000009, 3.7292730873813715, 0.3681423106332753, 0.2408413579555167
1.800000000000001, 3.709378467451778, 0.3669169258546512, 0.23996876788352825
1.850000000000001, 3.6897830984736424, 0.3656205494964727, 0.23909162080375337
1.900000000000001, 3.6704468140287725, 0.36426128339221686, 0.23820931798536635
1.950000000000001, 3.651335138122015, 0.36284647232425926, 0.23732142693114003
2.000000000000001, 3.6324172866693227, 0.36138270673564477, 0.23642764684377626
2.0500000000000007, 3.613666024273864, 0.3598758553775812, 0.23552778053327167
2.1000000000000005, 3.5950612278574936, 0.3583311156630304, 0.2346217120162912
2.1500000000000004, 3.576583844535808, 0.3567530722364647, 0.23370938871314506
2.2, 3.5582175773339064, 0.35514575789410513, 0.23279080746849418
2.25, 3.5399473977164386, 0.3535127130330392, 0.23186600361653648
2.3, 3.5217598861974904, 0.351857041481328, 0.2309350424371111
2.3499999999999996, 3.50364485052154, 0.35018146164388153, 0.22999801246811072
2.3999999999999995, 3.485592433548142, 0.3484883525941771, 0.22905502022043764
2.4499999999999993, 3.4675941561615473, 0.3467797951393235, 0.2281061859883653
2.499999999999999, 3.4496426192389924, 0.3450576082148305, 0.2271516404922605
2.549999999999999, 3.431731342045152, 0.34332338088812164, 0.22619152211864021
2.5999999999999988, 3.41385459255913, 0.34157850050179744, 0.22522597464109892
2.6499999999999986, 3.3960072854369248, 0.339824177368607, 0.22425514531008053
2.6999999999999984, 3.378185038849619, 0.3380614664361917, 0.22327918323180154
2.7499999999999982, 3.360383922848896, 0.33629128630122074, 0.22229823798385642
2.799999999999998, 3.342600452417425, 0.33451443589646646, 0.2213124584312517
2.849999999999998, 3.324831528358996, 0.33273160915093897, 0.2203219917113471
2.8999999999999977, 3.3070743861731042, 0.33094340788092813, 0.21932698236670203
2.9499999999999975, 3.289326551903426, 0.3291503531301346, 0.2183275716150899
2.9999999999999973, 3.2715855365791002, 0.3273528951486137, 0.21732389674538577
3.049999999999997, 3.2538482504753365, 0.32555142217630884, 0.21631609062749668
3.099999999999997, 3.236114371994345, 0.3237462681741624, 0.21530428132762372
3.149999999999997, 3.2183821397997954, 0.32193771962867596, 0.21428859181530407
3.1999999999999966, 3.2006494322546195, 0.3201260215398869, 0.21326913975962916
3.2499999999999964, 3.1829152210475145, 0.3183113826849154, 0.21224603739798514
3.2999999999999963, 3.165178539661279, 0.31649398024422654, 0.2112193914755826
3.349999999999996, 3.1474381955110573, 0.3146739638645643, 0.2101893032431873
3.399999999999996, 3.1296931007047086, 0.31285145922336044, 0.20915586850348047
3.4499999999999957, 3.111942249039425, 0.3110265711553842, 0.20811917770215188
3.4999999999999956, 3.0941833556744216, 0.3091993863871125, 0.2070793160485633
3.5499999999999954, 3.0764151488132816, 0.30736997592915255, 0.20603636366431619
3.599999999999995, 3.058638646385742, 0.3055383971873978, 0.20499039576285036
3.649999999999995, 3.0408530375081813, 0.30370469578564624, 0.20394148283211086
3.699999999999995, 3.0230575158504434, 0.30186890716895276, 0.20288969082374791
3.7499999999999947, 3.0052513287876823, 0.300031057997753, 0.2018350813602665
3.7999999999999945, 2.987433900858196, 0.298191167364647, 0.2007777119391977
3.8499999999999943, 2.9696046935579843, 0.29634924785600797, 0.1997176361370974
3.899999999999994, 2.951762989650825, 0.29450530647802686, 0.1986549038121422
3.949999999999994, 2.933908206380828, 0.292659345463634, 0.1975895612970982
3.999999999999994, 2.9160397846768555, 0.2908113629752956, 0.19652165159244206
4.049999999999994, 2.898157186869589, 0.28896135372000037, 0.1954512145501622
4.099999999999993, 2.8802598946613003, 0.28710930948538527, 0.1943782870459274
4.149999999999993, 2.862347408538632, 0.28525521934397496, 0.19330290312190132
4.199999999999993, 2.8444192460193443, 0.2833990703133227, 0.19222509421745665
4.249999999999993, 2.826474912138829, 0.28154084816964564, 0.19114488937570578
4.299999999999993, 2.8085136974206018, 0.27968053700771417, 0.1900623152428824
4.3499999999999925, 2.7905351037667585, 0.27781811985190485, 0.1889773962282027
4.399999999999992, 2.772539093421818, 0.27595357885178406, 0.1878901547023978
4.449999999999992, 2.7545249375558662, 0.27408689525147933, 0.18680061153490188
4.499999999999992, 2.7364925150890964, 0.27221805003325167, 0.18570878513299544
4.549999999999992, 2.7184413812587156, 0.27034702396718197, 0.1846146920653603
4.599999999999992, 2.70037047704106, 0.2684737976915164, 0.1835183472279499
4.6499999999999915, 2.6822742749139152, 0.266598351807091, 0.1824197639514359
4.699999999999991, 2.664159027979198, 0.26472066697867946, 0.18131895409201668
4.749999999999991, 2.646023845720787, 0.26284072403150904, 0.18021592811461937
4.799999999999991, 2.6278682183001627, 0.2609585040364613, 0.1791106951699894
4.849999999999991, 2.609691646340754, 0.2590739883900298, 0.178003263169151
4.899999999999991, 2.5914938011049933, 0.257187158884759, 0.17689363885698273
4.94999999999999, 2.5732742943097175, 0.25529799777456186, 0.1757818278771951
4.99999999999999, 2.555032774947493, 0.2534064878349351, 0.1746678348340001
5.04999999999999, 2.536768926315564, 0.2515126124161326, 0.1735516633530706
5.09999999999999, 2.518482341556197, 0.24961635549593783, 0.17243331614006766
5.14999999999999, 2.5001725915808803, 0.24771770172286506, 0.171312795032904
5.1999999999999895, 2.4818394041733183, 0.2458166364635402, 0.1701901010767908
5.249999999999989, 2.463482581937883, 0.2439131458445595, 0.16906523456916228
