1.591603687388208e-05, 1.687902269256024e-06
6.290781928282264
6.053129431457894
5.830988391059002
5.620705516349627
5.420188364957658
5.2279285399000095
5.042743251606308
4.8636731056529365
4.689928863822222
4.520857741339141
4.3559192018245945
4.194666244965248
4.0367303601087885
3.8818091928431278
3.7296563520082158
3.5800729641645037
3.43290067676602
3.288015868100376
3.1453248616550065
3.004759973339283
2.8662762453549995
2.7298487418995943
2.5954703000454433
2.463149644566794
2.332909788616991
2.204786653357004
2.0788278492172387
1.9550915696884854
1.8336455555964595
1.71456609390792
1.5979370204199557
1.4838487003722898
1.3723969652665895
1.2636819881384853
1.1578070833642453
1.0548774209274876
0.9549986490596858
0.8582754234119001
0.7648098455220218
0.6746998184001973
0.5880373326231503
0.5049067024207712
0.4253827777979301
0.3495291656133093
0.27739649946145595
0.20902080476505444
0.14442201112370584
0.08360266800514708
0.02654692153099231
-0.026780191365134973
-0.07643308041303093
-0.12248552964492097
-0.16503018756149057
-0.20417760991096068
-0.24005486584462105
-0.27280374038513705
-0.3025785879735675
-0.3295439113243959
-0.35387175496647855
-0.375739012118727
-0.3953247459703789
-0.4128076218268978
-0.4283635355387056
-0.4421635074579046
-0.454371891647977
-0.46514492919018774
-0.47462965409561814
-0.4829631420952972
-0.49027207740135054
-0.49667260018617854
-0.5022703825542483
-0.507160802459241
-0.5114301000478665
-0.5151551345229733
-0.5184040647312959
-0.5212372092436022
-0.5237078135546023
-0.5258625515385978
-0.5277422412931726
-0.5293832540748252
-0.5308165414958339
-0.5320698544229877
-0.5331663877688625
-0.5341271562639341
-0.5349702305992227
-0.5357106800291636
-0.536361794797366
-0.5369350743211965
-0.5374404644627777
-0.5378865559112064
-0.5382807789382076
-0.5386298575407122
-0.5389391928771148
-0.5392137693227966
-0.5394578829892697
-0.5396751200151945
-0.5398686780813012
-0.5400413443098393
-0.5401955512192729
-0.5403334247888707
-0.5404568257314736
-0.5405673849142447
-0.5406665337172838
-0.5407555299223554
-0.5408354792412751
-0.540907349797718
-0.5409720306368906
-0.5410303257392224
-0.5410828709474763
-0.5411302664011686
-0.541173045115597
-0.5412116810647838
-0.5412465961795929
-0.5412781663813282
-0.5413067266782788
-0.5413325749476423
-0.5413559744069052
-0.5413772152107362
-0.5413964752287878
-0.541413947564619
-0.5414298055483455
-0.5414442048818742
-0.541457285535066
-0.5414691734236629
-0.5414799818957771
-0.5414898130508515
-0.541498758911933
-0.5415069024681235
-0.541514318602702
-0.5415210749213789
-0.5415272324903841
-0.5415328464968345
-0.5415379668382672
-0.5415426386508698
-0.54154690278206
-0.541550796214357
-0.5415543524456303
-0.5415576018297141
-0.5415605718832485
-0.541563287560783
-0.5415657715023182
-0.5415680442558388
-0.541570124478192
-0.5415720291152005
-0.5415737735645358
-0.5415753718221527
-0.5415768366148341
-0.5415781795194015
-0.5415794110702111
-0.5415805408567488
-0.541581577611238
-0.5415825292882191
-0.5415834031362552
-0.5415842057628611
-0.5415849431933923
-0.54158562092406
-0.5415862439701645
-0.5415868169099153
-0.5415873439235426
-0.5415878288292854
-0.5415882751162137
