0.0007532853173304372, 2.6513343488530874e-05
5.732235570789085
5.540893320444452
5.355417067890654
5.176720616524171
5.003788993732478
4.835836013736888
4.672221088162051
4.51241514509091
4.355980276852243
4.202554852992606
4.051841621324016
3.9035978484772573
3.7576270458696106
3.613772018480954
3.4719090569691717
3.331943131523504
3.1938039640657268
3.0574428697138103
2.922830296670744
2.789954262479366
2.6588362309473608
2.5294887900220435
2.4019077800977273
2.276140728071916
2.152252560997959
2.0302916362358885
1.9103277114931576
1.7924433471776635
1.6767260946393898
1.5632729046758007
1.4521870083443424
1.3435756718588903
1.2375491907065679
1.1342207856676505
1.033703436252051
0.9361091624857623
0.8415479625215296
0.7501277183698775
0.6619479628417672
0.5771030787762017
0.4956781696793136
0.4177487405451398
0.3433789780236679
0.2726195498420241
0.20550480169984106
0.1420540945255381
0.08226498020824706
0.02612071411391459
-0.02641697221763025
-0.07540180498960897
-0.12090469970520294
-0.16301375001336132
-0.20183256306786432
-0.2374789892729918
-0.2700824642346101
-0.2997790391355464
-0.32672293961098553
-0.3510837916234534
-0.3730600269002609
-0.3928250210280537
-0.4105210943237399
-0.426317021751604
-0.44037030102878477
-0.45283645198125416
-0.46385172227340493
-0.47355083563650957
-0.4820565314280419
-0.4895122499205198
-0.4960235733559073
-0.5016918702382042
-0.5066115080844613
-0.5108684047376669
-0.5145402568212377
-0.5176968744921283
-0.5203940141006165
-0.522694733942736
-0.524645660630931
-0.5262922195320793
-0.5276650713170328
-0.5288019527007987
-0.5297460277146075
-0.5305395719603079
-0.5311964826689024
-0.5317245580721797
-0.5321790662879115
-0.5325786389347196
-0.5329146880889322
-0.533192322241161
-0.5334364903737113
-0.5336621552631095
-0.5338555398420429
-0.5340187737361334
-0.5341549112924422
-0.5342805256427317
-0.5343916017792757
-0.5344867634308741
-0.5345674799153479
-0.5346433229098877
-0.5347106455876179
-0.534774165240936
-0.534829804614268
-0.5348799988770919
-0.5349254774231705
-0.5349666312740287
-0.5350034562696646
-0.5350363256696297
-0.5350656698674832
-0.5350929174865396
-0.5351175007348128
-0.5351396573905065
-0.5351597558334794
-0.5351778332047712
-0.5351943780112401
-0.5352093104967266
-0.5352229313473603
-0.5352352536419194
-0.5352464026290311
-0.5352565263709644
-0.5352657304921258
-0.53527407987095
-0.5352816569043425
-0.5352885351928363
-0.5352947800486475
-0.5353004464892986
-0.5353056412061559
-0.5353103814432686
-0.5353146957832267
-0.5353186238750198
-0.5353222015310263
-0.5353254611196059
-0.535328431914259
-0.5353311404042523
-0.5353336105713854
-0.5353358641377534
-0.5353379207868018
-0.5353397983616786
-0.5353415130432115
-0.5353430795095739
-0.5353445110798727
-0.5353458198435418
-0.5353470167767002
-0.5353481118474583
-0.5353491141103813
-0.5353500317922657
-0.5353508723694002
-0.535351642637561
-0.5353523487751619
-0.5353529964004462
-0.5353535906233909
-0.5353541360926205
-0.5353546370376793
-0.5353550973076049
-0.5353555204059235
-0.5353559095219423
-0.5353562675595576
-0.5353565971628539
-0.5353569007392834
-0.5353571804806051
-0.5353574383806861
-0.5353576762499151
-0.5353578957225696
