9.828875754074444e-05, 0.00013194251100945994
6.290781928282264
6.051039569243008
5.827124476760521
5.615359963547837
5.413607114336901
5.220309125904738
5.034241381292792
4.854411128020452
4.680003821211007
4.510348223663991
4.3448908538920605
4.183176032879112
4.02482979098208
3.8695466952363065
3.7170790061512715
3.5672277416173803
3.4198353182033534
3.274779499446046
3.1319684242882175
2.9913365237658054
2.852841163282703
2.716459872604807
2.582188046769005
2.450037018978629
2.3200324217182633
2.192212765183807
2.066628173040599
1.9433392247925931
1.8224158619258375
1.7039363217155366
1.587986068380857
1.4746566963518069
1.364044784988359
1.2562506883605244
1.1513772478441864
1.0495284194775594
0.9508078124048768
0.8553171394349436
0.7631545858635055
0.6744131083133788
0.5891786814495865
0.507528516969582
0.42952928609960417
0.3552353836829891
0.2846872784295036
0.21790999948398215
0.15491181353042124
0.09568314847547917
0.04019581866704038
-0.011597397937199794
-0.05976278836471457
-0.10438530717082208
-0.14556772011914806
-0.1834286929060449
-0.2181032079911152
-0.2497388404925971
-0.278493239916982
-0.3045309710879681
-0.3280213810807627
-0.3491380957917911
-0.36806062634153314
-0.38496914294314544
-0.400032065703967
-0.41341543541079423
-0.42527738610763816
-0.4357657439397855
-0.4450163186716452
-0.4531627611135673
-0.4603287555811414
-0.46662561129660185
-0.472153120889511
-0.47700161213494147
-0.48125227298325823
-0.48497765830573464
-0.48824238092919137
-0.4911037236067455
-0.4936118852852883
-0.4958120702833657
-0.4977435159791258
-0.4994404722131083
-0.5009328632358151
-0.5022467843646587
-0.5034049515433995
-0.5044270919712556
-0.5053302035701461
-0.5061296772833844
-0.5068384116479967
-0.5074676669379958
-0.5080272220025394
-0.5085255723022654
-0.5089701025716918
-0.5093672369180294
-0.5097225689752759
-0.5100409745184745
-0.5103267087130489
-0.5105834899046103
-0.5108145708970657
-0.5110227987367156
-0.5112106867061553
-0.5113804361234662
-0.5115339855153457
-0.5116730448455742
-0.5117991249285558
-0.5119135627873184
-0.5120175435381129
-0.5121121193000315
-0.5121982255562814
-0.5122766953314632
-0.5123482714956615
-0.5124136174602483
-0.5124733264914796
-0.5125279298344323
-0.5125779038112279
-0.5126236760340427
-0.5126656308522866
-0.512704114136535
-0.5127394374866052
-0.5127718819392245
-0.5128017012395929
-0.5128291247326657
-0.5128543599217985
-0.5128775947364169
-0.5128989995442602
-0.5129187289394411
-0.5129369233332263
-0.5129537103709173
-0.5129692061954858
-0.5129835165756361
-0.5129967379140774
-0.5130089581496259
-0.5130202575650787
-0.5130307095116159
-0.513040381058868
-0.5130493335788678
-0.5130576232711825
-0.5130653016354688
-0.5130724158972407
-0.5130790093917781
-0.5130851219106357
-0.5130907900145545
-0.5130960473165334
-0.5131009247378865
-0.513105450740184
-0.513109651535527
-0.5131135512773418
-0.5131171722335948
-0.5131205349442469
-0.5131236583644528
-0.5131265599949976
-0.513129256000989
-0.5131317613202139
-0.5131340897619453
-0.5131362540972376
-0.513138266141389
-0.5131401368293754
-0.5131418762849128
-0.5131434938837197
-0.5131449983114845
-0.5131463976170249
-0.5131476992611154
-0.5131489101612827
